,Employer,Orbis_ID,BvD_ID,fyear,CEI,State,Voluntary,Democratic_Lean,State_name,Region_Midwest,Region_Northeast,Region_South,Region_West,current_assets,lt_debt,TobinsQ,net_debt,Employees,ROA,RD_expenses,total_assets,LT_debt_to_assets,Net_debt_to_current_assets,Net_debt>0,ln_Employees,BvD sectors,Sector,public_scrutiny,consumer_proximity,litigation_risk,injury_risk,age,time_trend
2815,Staples Inc.,000795997,US042896127,2013,100.0,MA,1.0,23.0191860048816,MASSACHUSETTS,False,True,False,False,5239558.0,1000205.0,0.77,611655.0,83008.0,5.549,,11174876.0,0.08950479629483137,0.11673790041068349,1.0,11.326692267676115,Retail,Retailing,Low,Low,Low,Low,27.0,3
2816,Starbucks Corp.,000809869,US911325671,2013,90.0,WA,1.0,14.86877686756363,WASHINGTON,False,False,False,True,5471400.0,1299400.0,5.022,-1934400.0,182000.0,0.072,,11516700.0,0.11282745925482127,-0.3535475381072486,0.0,12.111761966058932,"Travel, Personal & Leisure","Hotels, Restaurants & Leisure",Low,Low,Low,Low,28.0,3
2817,State Farm Group,263324499,USFEI1017130,2013,95.0,IL,1.0,16.86939409166019,ILLINOIS,True,False,False,False,,,,,,2.976,,155752788.606,,,,,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,91.0,3
2818,State Street Corp.,000416723,US042456637,2013,90.0,MA,1.0,23.0191860048816,MASSACHUSETTS,False,True,False,False,,,0.133,,29430.0,0.878,,243028000.0,,,,10.289769841227518,Business Services,Business Services,Low,Low,Low,Low,54.0,3
2819,Steel Dynamics Inc.,001740129,US351929476,2013,30.0,IN,0.0,-10.19822947616606,INDIANA,True,False,False,False,2473634.0,1766045.0,0.731,1712081.0,6870.0,3.191,,5933006.0,0.29766445542108,0.6921318998687761,1.0,8.834919385216395,Metals & Metal Products,Materials,Low,Low,Low,High,19.0,3
2820,Steelcase Inc.,000036184,US380819050,2013,90.0,MI,1.0,9.497288183098526,MICHIGAN,True,False,False,False,889900.0,284400.0,0.783,-34300.0,10700.0,4.998,35900.0,1726700.0,0.16470724503387965,-0.03854365659062816,0.0,9.277999020449997,"Wood, Furniture & Paper Manufacturing",Materials,Low,Low,Low,High,101.0,3
2821,Steptoe & Johnson LLP,130609237,US131210737L,2013,80.0,DC,1.0,83.63482251058672,DISTRICT OF COLUMBIA,False,False,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,68.0,3
2822,Stinson LLP,000730649,US257636633L,2013,90.0,MO,1.0,-9.380257590423753,MISSOURI,True,False,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,91.0,3
2823,Stoel Rives LLP,000379907,US128008179L,2013,100.0,OR,1.0,12.08945547625567,OREGON,False,False,False,True,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,106.0,3
2824,Stryker Corp.,049982256,US381239739,2013,15.0,MI,0.0,9.497288183098526,MICHIGAN,True,False,False,False,8335000.0,2739000.0,1.804,-1216000.0,25000.0,6.39,536000.0,15743000.0,0.17398208727688497,-0.14589082183563287,0.0,10.126631103850338,"Industrial, Electric & Electronic Machinery",Industrials,Low,Low,Low,High,67.0,3
2825,Subaru of America Inc.,199789108,US124005180L,2013,85.0,NJ,1.0,17.71879008349322,NEW JERSEY,False,True,False,False,,,,,,,,,,,,,Retail,Retailing,Low,Low,Low,Low,0.0,3
2826,Sullivan & Cromwell LLP,000494559,US127588289L,2013,90.0,NY,1.0,29.51938684664308,NEW YORK,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,134.0,3
2827,Sun Life,133053846,CAFEI1004165,2013,100.0,MA,1.0,23.0191860048816,MASSACHUSETTS,False,True,False,False,,,0.114,,28515.0,0.907,,187529133.549929,,,,10.258185543590638,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,148.0,3
2828,Supervalu Inc.,000043883,US410617000,2013,100.0,MN,1.0,7.694102046577612,MINNESOTA,True,False,False,False,1543000.0,2732000.0,0.362,2694000.0,35800.0,4.161,,4374000.0,0.6245999085505258,1.745949449125081,1.0,10.485703172388792,Retail,Retailing,Low,Low,Low,Low,88.0,3
2829,SYNNEX Corp.,000379987,US942703333,2013,0.0,CA,0.0,23.11858062098484,CALIFORNIA,False,False,False,True,2931733.0,65405.0,0.748,151172.0,13500.0,4.577,,3325889.0,0.01966541877976084,0.051564040790890574,1.0,9.51044496442652,Wholesale,Wholesalers,Low,Low,Low,Low,10.0,3
2830,SYSCO Corp.,000361212,US741648137,2013,0.0,TX,0.0,-15.78361918429553,TEXAS,False,False,True,False,6221688.0,2639986.0,1.599,2476634.0,48100.0,7.828,,12678208.0,0.20823021676249515,0.39806464097846117,1.0,10.781037456093852,Wholesale,Wholesalers,Low,Low,Low,Low,44.0,3
2831,T-Mobile USA Inc.,000438505,US911983600,2013,60.0,WA,1.0,14.86877686756363,WASHINGTON,False,False,False,True,,,,,,,,,,,,,Communications,Telecommunications,High,Low,High,Low,14.0,3
2832,Tailored Brands Inc.,490598015,US474908760,2013,30.0,TX,1.0,-15.78361918429553,TEXAS,False,False,True,False,815097.0,87500.0,,38248.0,18200.0,5.388,,1555230.0,0.056261774785723015,0.04692447647335225,1.0,9.809176873064887,Retail,Retailing,Low,Low,Low,Low,0.0,3
2833,Tapestry Inc.,006741238,US522242751,2013,75.0,NY,1.0,29.51938684664308,NEW YORK,False,True,False,False,2070947.0,485.0,4.542,-1133906.0,17200.0,29.288,,3531897.0,0.00013731997280781404,-0.5475301878802307,0.0,9.752664662801545,Textiles & Clothing Manufacturing,Apparel,High,Low,Low,High,13.0,3
2834,Targa Resources Corp.,059551478,US203701075,2013,0.0,TX,0.0,-15.78361918429553,TEXAS,False,False,True,False,897200.0,2989300.0,0.617,2922600.0,1277.0,1.076,,6048600.0,0.49421353701683035,3.2574676772180116,1.0,7.152268856032539,"Transport, Freight & Storage",Transportation,Low,Low,Low,High,8.0,3
2835,Target Corp.,000043894,US410215170,2013,100.0,MN,1.0,7.694102046577612,MINNESOTA,True,False,False,False,11573000.0,11429000.0,0.804,11902000.0,366000.0,4.424,,44553000.0,0.25652593540277874,1.0284282381404994,1.0,12.810388612383504,Retail,Retailing,Low,Low,Low,Low,111.0,3
2836,"TD Bank, N.A.",309242151,USFR552004,2013,100.0,DE,1.0,18.62813791103917,DELAWARE,False,True,False,False,,,,,,,,,,,,,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,49.0,3
2837,Tech Data Corp.,000509380,US591578329,2013,100.0,FL,1.0,0.8768873067231624,FLORIDA,False,False,True,False,6469035.0,354121.0,0.286,-172499.0,9100.0,2.51,,7169666.0,0.049391561615283054,-0.026665337256638742,0.0,9.116029692504942,Wholesale,Wholesalers,Low,Low,Low,Low,39.0,3
2838,TENET Healthcare Corporation,000371493,US952557091,2013,45.0,TX,1.0,-15.78361918429553,TEXAS,False,False,True,False,3692000.0,10696000.0,0.254,10736000.0,103711.0,-0.815,,16450000.0,0.6502127659574468,2.9079089924160346,1.0,11.549363463809012,"Public Administration, Education, Health Social Services",Health Care,Low,Low,Low,High,38.0,3
2839,Tenneco Inc.,000913981,US760515284,2013,15.0,IL,0.0,16.86939409166019,ILLINOIS,True,False,False,False,2290000.0,1019000.0,0.899,827000.0,26000.0,4.778,144000.0,3830000.0,0.2660574412532637,0.3611353711790393,1.0,10.165851817003619,Transport Manufacturing,Transportation,Low,Low,Low,High,17.0,3
2840,Texas Instruments Incorporated,000046900,US750289970,2013,85.0,TX,1.0,-15.78361918429553,TEXAS,False,False,True,False,8019000.0,4158000.0,2.538,1329000.0,32209.0,11.416,1522000.0,18938000.0,0.21955855950997993,0.16573138795361017,1.0,10.380001195584374,"Industrial, Electric & Electronic Machinery",Industrials,Low,Low,Low,High,75.0,3
2841,Textron Inc.,000003248,US050315468,2013,55.0,RI,1.0,27.45729729244993,RHODE ISLAND,False,True,False,False,5620000.0,3179000.0,0.798,1976000.0,32000.0,3.847,651000.0,12944000.0,0.2455964153275649,0.3516014234875445,1.0,10.373491181781864,Transport Manufacturing,Transportation,Low,Low,Low,High,46.0,3
2842,Thermo Fisher Scientific Inc.,000003802,US042209186,2013,50.0,MA,1.0,23.0191860048816,MASSACHUSETTS,False,True,False,False,9880700.0,9499600.0,1.263,4653000.0,50000.0,3.996,395500.0,31863400.0,0.29813516448338845,0.470918052364711,1.0,10.819778284410283,"Industrial, Electric & Electronic Machinery",Industrials,Low,Low,Low,High,53.0,3
2843,Thompson Coburn LLP,200001045,US125514363L,2013,100.0,MO,1.0,-9.380257590423753,MISSOURI,True,False,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,84.0,3
2844,Thompson Hine LLP,204165898,US133347444L,2013,100.0,OH,1.0,2.978306779897295,OHIO,True,False,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,102.0,3
2845,Thomson Reuters,178110946,CA91162NC,2013,100.0,NY,1.0,29.51938684664308,NEW YORK,False,True,False,False,3900000.0,7470000.0,0.957,6750000.0,57800.0,0.422,0.0,32439000.0,0.23027836863035236,1.7307692307692308,1.0,10.96474405466047,Business Services,Business Services,Low,Low,Low,Low,36.0,3
2846,Thrivent Financial,161249925,US390123480,2013,15.0,MN,0.0,7.694102046577612,MINNESOTA,True,False,False,False,,,,,,0.925,,75467150.966,,,,,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,111.0,3
2847,Tiffany & Co.,000002246,US133228013,2013,90.0,NY,1.0,29.51938684664308,NEW YORK,False,True,False,False,3228388.0,751154.0,2.241,657741.0,10600.0,3.816,,4752351.0,0.1580594531001603,0.2037366636228359,1.0,9.268609280100158,Retail,Retailing,Low,Low,Low,Low,29.0,3
2848,"TJX Companies Inc., The",547512524,US349672145L,2013,100.0,MA,1.0,23.0191860048816,MASSACHUSETTS,False,True,False,False,,,,,,,,,,,,,,,,,,,,3
2849,Travel + Leisure Co.,016894558,US200052541,2013,100.0,NJ,1.0,17.71879008349322,NEW JERSEY,False,True,False,False,1940000.0,4608000.0,,4647000.0,32800.0,4.435,,9741000.0,0.47305204804434864,2.395360824742268,1.0,10.398183794372235,"Travel, Personal & Leisure","Hotels, Restaurants & Leisure",Low,Low,Low,Low,10.0,3
2850,TravelCenters of America,030887944,US205701514,2013,15.0,OH,0.0,2.978306779897295,OHIO,True,False,False,False,470394.0,453926.0,,368269.0,20670.0,2.515,,1257282.0,0.36103753970867314,0.7828947648141771,1.0,9.936438652675815,Retail,Retailing,Low,Low,Low,Low,0.0,3
2851,"Travelers Companies Inc., The",001832635,US410518860,2013,90.0,NY,1.0,29.51938684664308,NEW YORK,False,True,False,False,,,0.318,,30800.0,3.538,,103812000.0,,,,10.335269968961667,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,160.0,3
2852,Travelport Ltd.,484921128,US117092558GN,2013,65.0,NJ,1.0,17.71879008349322,NEW JERSEY,False,True,False,False,,,,,,,,,,,,,,,,,,,,3
2853,Troutman Pepper Hamilton Sanders LLP,547939579,US350966552L,2013,100.0,GA,1.0,-7.821282510642426,GEORGIA,False,False,True,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,0.0,3
2854,"True Value Company, L.L.C.",000866419,US123305086L,2013,40.0,IL,1.0,16.86939409166019,ILLINOIS,True,False,False,False,,,,,,,,,,,,,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,17.0,3
2855,Truist Financial,000485387,US560939887,2013,80.0,NC,1.0,-2.042095525075396,NORTH CAROLINA,False,False,True,False,,,0.144,,33696.0,0.945,,183010000.0,,,,10.425134414933702,Business Services,Business Services,Low,Low,Low,Low,44.0,3
2856,Tyson Foods Inc.,000042736,US710225165,2013,15.0,AR,0.0,-23.68794578238901,ARKANSAS,False,False,True,False,5604000.0,1895000.0,0.655,1263000.0,115000.0,6.389,50000.0,12177000.0,0.1556212531822288,0.22537473233404712,1.0,11.652687407345388,Food & Tobacco Manufacturing,"Food, Beverages & Tobacco",High,High,High,High,27.0,3
2857,U.S. Bancorp,007183464,US410255900,2013,100.0,MN,1.0,7.694102046577612,MINNESOTA,True,False,False,False,,,0.203,,65565.0,1.575,,364021000.0,,,,11.090797295965524,Business Services,Business Services,Low,Low,Low,Low,84.0,3
2858,UBS AG,058419953,TW86120855,2013,100.0,CT,1.0,17.33989901193939,CONNECTICUT,False,True,False,False,4294994.06144617,3496266.77199523,,,,0.977,,6450840.55620885,0.5419862328840416,,,,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,22.0,3
2859,UGI Corp.,000050073,US232668356,2013,30.0,PA,0.0,5.395991668466252,PENNSYLVANIA,False,True,False,False,1627300.0,3542200.0,0.446,3448000.0,8500.0,2.779,,10008800.0,0.3539085604667892,2.1188471701591594,1.0,9.047821442478408,Utilities,Energy,Low,High,High,High,22.0,3
2860,Unilever,003900008,GB00041424,2013,100.0,NJ,1.0,17.71879008349322,NEW JERSEY,False,True,False,False,16717449.7768879,10237059.040904,0.836,12616006.4806938,174381.0,10.639,1434263.96369934,62766976.7113924,0.16309625821193874,0.7546609470384412,1.0,12.068997839567956,Food & Tobacco Manufacturing,"Food, Beverages & Tobacco",High,High,High,High,119.0,3
2861,Union Pacific Corp.,000312167,US132626465,2013,55.0,NE,1.0,-21.77587776111906,NEBRASKA,True,False,False,False,3990000.0,8872000.0,1.556,8145000.0,46445.0,8.823,,49731000.0,0.178399790874907,2.0413533834586466,1.0,10.746024095821621,"Transport, Freight & Storage",Transportation,Low,Low,Low,High,44.0,3
2862,Unisys Corp.,000032472,US380387840,2013,40.0,PA,1.0,5.395991668466252,PENNSYLVANIA,False,True,False,False,1540800.0,210000.0,0.587,-429800.0,22800.0,3.677,69500.0,2510000.0,0.08366533864541832,-0.2789460020768432,0.0,10.034515814942532,Computer Software,Technology,Low,Low,High,Low,29.0,3
2863,"United Airlines Holdings, Inc.",050783655,US362675207,2013,100.0,IL,1.0,16.86939409166019,ILLINOIS,True,False,False,False,8702000.0,10924000.0,0.372,7288000.0,87000.0,1.551,,36812000.0,0.2967510594371401,0.8375086187083429,1.0,11.37366339763672,"Transport, Freight & Storage",Transportation,Low,Low,Low,High,45.0,3
2864,United Parcel Service Inc.,000044419,US582480149,2013,90.0,GA,1.0,-7.821282510642426,GEORGIA,False,False,True,False,13387000.0,10824000.0,2.065,5627000.0,395000.0,12.073,,36212000.0,0.29890643985419196,0.4203331590348846,1.0,12.886641043883259,"Transport, Freight & Storage",Transportation,Low,Low,Low,High,14.0,3
2865,United Services Automobile Association,001707377,US740959140,2013,0.0,TX,0.0,-15.78361918429553,TEXAS,False,False,True,False,,,,,32913.0,2.24,,122342000.0,,,,10.401622995485601,Business Services,Business Services,Low,Low,Low,Low,91.0,3
2866,United States Steel Corp.,000198187,US251897152,2013,0.0,PA,0.0,5.395991668466252,PENNSYLVANIA,False,True,False,False,6078000.0,3616000.0,0.325,3335000.0,38500.0,-12.516,,13143000.0,0.27512744426691016,0.5487002303389272,1.0,10.558413520275876,Metals & Metal Products,Materials,Low,Low,Low,High,12.0,3
2867,UnitedHealth Group Inc.,000669792,US411321939,2013,100.0,MN,1.0,7.694102046577612,MINNESOTA,True,False,False,False,,,0.926,,156000.0,6.928,,81882000.0,,,,11.957611286231675,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,36.0,3
2868,"Universal Health Services, Inc.",000575566,US232077891,2013,15.0,PA,0.0,5.395991668466252,PENNSYLVANIA,False,True,False,False,1432329.0,3209762.0,0.889,3291836.0,47000.0,6.145,,8311723.0,0.3861728789566255,2.298240138962487,1.0,10.757902880692196,"Public Administration, Education, Health Social Services",Health Care,Low,Low,Low,High,34.0,3
2869,Unum Group,001810041,US621598430,2013,70.0,TN,1.0,-20.40289972614239,TENNESSEE,False,False,True,False,,,0.154,,9200.0,1.445,,59403600.0,,,,9.126958763037132,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,65.0,3
2870,US Foods Inc.,001711528,US363642294,2013,75.0,IL,1.0,16.86939409166019,ILLINOIS,True,False,False,False,2774741.0,4735248.0,,4776098.0,,-0.623,,9185577.0,0.5155090420558229,1.7212770489209623,1.0,,"Travel, Personal & Leisure","Hotels, Restaurants & Leisure",Low,Low,Low,Low,24.0,3
2871,Uscellular,222493552,US259380368L,2013,15.0,IL,1.0,16.86939409166019,ILLINOIS,True,False,False,False,,,,,,,,,,,,,,,,,,,,3
2872,Valero Energy Corp.,000511886,US741828067,2013,15.0,TX,0.0,-15.78361918429553,TEXAS,False,False,True,False,19277000.0,6261000.0,0.575,2272000.0,10007.0,5.755,,47260000.0,0.13247989843419383,0.11786066296622918,1.0,9.211040127090456,"Chemicals, Petroleum, Rubber & Plastic",Chemicals,Low,Low,Low,High,32.0,3
2873,Verizon Communications Inc.,059967977,US232259884,2013,100.0,NY,1.0,29.51938684664308,NEW YORK,False,True,False,False,70994000.0,89658000.0,0.513,39462000.0,176800.0,4.194,,274098000.0,0.32710198542127267,0.555849790123109,1.0,12.08277442918568,Communications,Telecommunications,High,Low,High,Low,30.0,3
2874,VF Corp.,000010494,US231180120,2013,15.0,NC,0.0,-2.042095525075396,NORTH CAROLINA,False,False,True,False,3882982.0,1426829.0,2.661,674403.0,59000.0,11.731,,10315443.0,0.13831970182957726,0.1736817219343278,1.0,10.985292722887856,Textiles & Clothing Manufacturing,Apparel,High,Low,Low,High,114.0,3
2875,Vinson & Elkins LLP,039608099,US129584648L,2013,90.0,TX,1.0,-15.78361918429553,TEXAS,False,False,True,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,96.0,3
2876,Visa,383392462,US260267673,2013,90.0,CA,1.0,23.11858062098484,CALIFORNIA,False,False,False,True,,,2.735,,9500.0,13.85,,35956000.0,,,,9.159047077588632,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,39.0,3
2877,Volkswagen Group of America Inc.,569828918,US365486330L,2013,100.0,VA,1.0,3.873353899829524,VIRGINIA,False,False,True,False,,,,,,,,,,,,,Retail,Retailing,Low,Low,Low,Low,58.0,3
2878,"Vorys, Sater, Seymour and Pease LLP",039606667,US128820477L,2013,80.0,OH,1.0,2.978306779897295,OHIO,True,False,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,104.0,3
2879,W.R. Berkley,008148236,US221867895,2013,0.0,CT,0.0,17.33989901193939,CONNECTICUT,False,True,False,False,,,0.285,,7247.0,2.459,,20551796.0,,,,8.888342869109282,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,46.0,3
2880,W.W. Grainger Inc.,000029798,US361150280,2013,0.0,IL,0.0,16.86939409166019,ILLINOIS,True,False,False,False,3044285.0,445513.0,3.367,112155.0,24900.0,15.135,,5266328.0,0.08459651582658732,0.036841163031713524,1.0,10.1226230824528,Wholesale,Wholesalers,Low,Low,Low,Low,85.0,3
2881,"Wachtell, Lipton, Rosen & Katz",000412864,US127885468L,2013,100.0,NY,1.0,29.51938684664308,NEW YORK,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,48.0,3
2882,Walgreen Co.,483862761,US113718697GN,2013,100.0,IL,1.0,16.86939409166019,ILLINOIS,True,False,False,False,,,,,,,,,,,,,Retail,Retailing,Low,Low,Low,Low,112.0,3
2883,Walmart Inc.,049986723,US710415188,2013,60.0,AR,1.0,-23.68794578238901,ARKANSAS,False,False,True,False,61185000.0,44559000.0,1.18,50014000.0,2200000.0,7.825,,204751000.0,0.21762531074329308,0.8174225708915583,1.0,14.603967918328545,Retail,Retailing,Low,Low,Low,Low,44.0,3
2884,"Walt Disney Co., The",384914288,US149206421L,2013,100.0,CA,1.0,23.11858062098484,CALIFORNIA,False,False,False,True,,,,,,,,,,,,,"Travel, Personal & Leisure","Hotels, Restaurants & Leisure",Low,Low,Low,Low,90.0,3
2885,Waste Management Inc.,050792265,US731309529,2013,90.0,TX,1.0,-15.78361918429553,TEXAS,False,False,True,False,2499000.0,9500000.0,0.931,9991000.0,42700.0,0.434,,22603000.0,0.42029819050568507,3.997999199679872,1.0,10.661954199216716,Waste Management & Treatment,Industrials,Low,Low,Low,High,18.0,3
2886,WEC Energy Group,000813734,US391391525,2013,45.0,WI,1.0,6.837815821534832,WISCONSIN,True,False,False,False,1551100.0,4363200.0,0.634,5216800.0,4303.0,3.909,,14769400.0,0.2954216149606619,3.3632905679840115,1.0,8.3670677328386,Utilities,Energy,Low,High,High,High,32.0,3
2887,"Weil, Gotshal & Manges LLP",006422205,US127885590L,2013,90.0,NY,1.0,29.51938684664308,NEW YORK,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,82.0,3
